tn,yn,f(tn yn),y_n+1
0.0108,2.00023,0.04321,2.00024
0.0109,2.00024,0.0436103,2.00024
0.011,2.00024,0.0440106,2.00024
0.0111,2.00024,0.0444108,2.00025
0.0112,2.00025,0.0448111,2.00025
0.0113,2.00025,0.0452114,2.00026
0.0114,2.00026,0.0456117,2.00026
0.0115,2.00026,0.0460121,2.00027
0.0116,2.00027,0.0464124,2.00027
0.0117,2.00027,0.0468127,2.00028
0.0118,2.00028,0.047213,2.00028
0.0119,2.00028,0.0476134,2.00029
0.012,2.00029,0.0480137,2.00029
0.0121,2.00029,0.0484141,2.0003
0.0122,2.0003,0.0488144,2.0003
0.0123,2.0003,0.0492148,2.00031
0.0124,2.00031,0.0496151,2.00031
0.0125,2.00031,0.0500155,2.00032
0.0126,2.00032,0.0504159,2.00032
0.0127,2.00032,0.0508163,2.00033
0.0128,2.00033,0.0512166,2.00033
0.0129,2.00033,0.051617,2.00034
0.013,2.00034,0.0520174,2.00034
0.0131,2.00034,0.0524179,2.00035
0.0132,2.00035,0.0528183,2.00035
0.0133,2.00035,0.0532187,2.00036
0.0134,2.00036,0.0536191,2.00036
0.0135,2.00036,0.0540195,2.00037
0.0136,2.00037,0.05442,2.00037
0.0137,2.00037,0.0548204,2.00038
0.0138,2.00038,0.0552209,2.00038
0.0139,2.00038,0.0556213,2.00039
0.014,2.00039,0.0560218,2.00039
0.0141,2.00039,0.0564223,2.0004
0.0142,2.0004,0.0568227,2.00041
0.0143,2.00041,0.0572232,2.00041
0.0144,2.00041,0.0576237,2.00042
0.0145,2.00042,0.0580242,2.00042
0.0146,2.00042,0.0584247,2.00043
0.0147,2.00043,0.0588252,2.00044
0.0148,2.00044,0.0592258,2.00044
0.0149,2.00044,0.0596263,2.00045
0.015,2.00045,0.0600268,2.00045
0.0151,2.00045,0.0604274,2.00046
0.0152,2.00046,0.0608279,2.00047
0.0153,2.00047,0.0612285,2.00047
0.0154,2.00047,0.061629,2.00048
0.0155,2.00048,0.0620296,2.00048
0.0156,2.00048,0.0624302,2.00049
0.0157,2.00049,0.0628308,2.0005
0.0158,2.0005,0.0632314,2.0005
0.0159,2.0005,0.063632,2.00051
0.016,2.00051,0.0640326,2.00052
0.0161,2.00052,0.0644332,2.00052
0.0162,2.00052,0.0648338,2.00053
0.0163,2.00053,0.0652344,2.00053
0.0164,2.00053,0.0656351,2.00054
0.0165,2.00054,0.0660357,2.00055
0.0166,2.00055,0.0664364,2.00055
0.0167,2.00055,0.066837,2.00056
0.0168,2.00056,0.0672377,2.00057
0.0169,2.00057,0.0676384,2.00057
0.017,2.00057,0.0680391,2.00058
0.0171,2.00058,0.0684398,2.00059
0.0172,2.00059,0.0688405,2.0006
0.0173,2.0006,0.0692412,2.0006
0.0174,2.0006,0.0696419,2.00061
0.0175,2.00061,0.0700426,2.00062
0.0176,2.00062,0.0704434,2.00062
0.0177,2.00062,0.0708441,2.00063
0.0178,2.00063,0.0712449,2.00064
0.0179,2.00064,0.0716456,2.00064
0.018,2.00064,0.0720464,2.00065
0.0181,2.00065,0.0724472,2.00066
0.0182,2.00066,0.072848,2.00067
0.0183,2.00067,0.0732488,2.00067
0.0184,2.00067,0.0736496,2.00068
0.0185,2.00068,0.0740504,2.00069
0.0186,2.00069,0.0744512,2.0007
0.0187,2.0007,0.0748521,2.0007
0.0188,2.0007,0.0752529,2.00071
0.0189,2.00071,0.0756537,2.00072
0.019,2.00072,0.0760546,2.00073
0.0191,2.00073,0.0764555,2.00073
0.0192,2.00073,0.0768563,2.00074
0.0193,2.00074,0.0772572,2.00075
0.0194,2.00075,0.0776581,2.00076
0.0195,2.00076,0.078059,2.00076
0.0196,2.00076,0.07846,2.00077
0.0197,2.00077,0.0788609,2.00078
0.0198,2.00078,0.0792618,2.00079
0.0199,2.00079,0.0796628,2.0008
0.02,2.0008,0.0800637,2.0008
0.0201,2.0008,0.0804647,2.00081
0.0202,2.00081,0.0808656,2.00082
0.0203,2.00082,0.0812666,2.00083
0.0204,2.00083,0.0816676,2.00084
0.0205,2.00084,0.0820686,2.00084
0.0206,2.00084,0.0824696,2.00085
0.0207,2.00085,0.0828706,2.00086
0.0208,2.00086,0.0832717,2.00087
0.0209,2.00087,0.0836727,2.00088
0.021,2.00088,0.0840738,2.00089
0.0211,2.00089,0.0844748,2.0009
0.0212,2.0009,0.0848759,2.0009
0.0213,2.0009,0.085277,2.00091
0.0214,2.00091,0.0856781,2.00092
0.0215,2.00092,0.0860792,2.00093
0.0216,2.00093,0.0864803,2.00094
0.0217,2.00094,0.0868814,2.00095
0.0218,2.00095,0.0872825,2.00096
0.0219,2.00096,0.0876837,2.00096
0.022,2.00096,0.0880848,2.00097
0.0221,2.00097,0.088486,2.00098
0.0222,2.00098,0.0888872,2.00099
0.0223,2.00099,0.0892884,2.001
0.0224,2.001,0.0896896,2.00101
0.0225,2.00101,0.0900908,2.00102
0.0226,2.00102,0.090492,2.00103
0.0227,2.00103,0.0908932,2.00104
0.0228,2.00104,0.0912945,2.00104
0.0229,2.00104,0.0916957,2.00105
0.023,2.00105,0.092097,2.00106
0.0231,2.00106,0.0924982,2.00107
0.0232,2.00107,0.0928995,2.00108
0.0233,2.00108,0.0933008,2.00109
0.0234,2.00109,0.0937021,2.0011
0.0235,2.0011,0.0941034,2.00111
0.0236,2.00111,0.0945048,2.00112
0.0237,2.00112,0.0949061,2.00113
0.0238,2.00113,0.0953075,2.00114
0.0239,2.00114,0.0957088,2.00115
0.024,2.00115,0.0961102,2.00116
0.0241,2.00116,0.0965116,2.00117
0.0242,2.00117,0.096913,2.00118
0.0243,2.00118,0.0973144,2.00119
0.0244,2.00119,0.0977158,2.0012
0.0245,2.0012,0.0981172,2.00121
0.0246,2.00121,0.0985187,2.00122
0.0247,2.00122,0.0989201,2.00123
0.0248,2.00123,0.0993216,2.00124
0.0249,2.00124,0.0997231,2.00125
0.025,2.00125,0.100125,2.00126
0.0251,2.00126,0.100526,2.00127
0.0252,2.00127,0.100928,2.00128
0.0253,2.00128,0.101329,2.00129
0.0254,2.00129,0.101731,2.0013
0.0255,2.0013,0.102132,2.00131
0.0256,2.00131,0.102534,2.00132
0.0257,2.00132,0.102935,2.00133
0.0258,2.00133,0.103337,2.00134
0.0259,2.00134,0.103739,2.00135
0.026,2.00135,0.10414,2.00136
0.0261,2.00136,0.104542,2.00137
0.0262,2.00137,0.104943,2.00138
0.0263,2.00138,0.105345,2.00139
0.0264,2.00139,0.105747,2.0014
0.0265,2.0014,0.106148,2.00141
0.0266,2.00141,0.10655,2.00142
0.0267,2.00142,0.106952,2.00143
0.0268,2.00143,0.107354,2.00144
0.0269,2.00144,0.107755,2.00145
0.027,2.00145,0.108157,2.00146
0.0271,2.00146,0.108559,2.00148
0.0272,2.00148,0.108961,2.00149
0.0273,2.00149,0.109362,2.0015
0.0274,2.0015,0.109764,2.00151
0.0275,2.00151,0.110166,2.00152
0.0276,2.00152,0.110568,2.00153
0.0277,2.00153,0.11097,2.00154
0.0278,2.00154,0.111371,2.00155
0.0279,2.00155,0.111773,2.00156
0.028,2.00156,0.112175,2.00157
0.0281,2.00157,0.112577,2.00159
0.0282,2.00159,0.112979,2.0016
0.0283,2.0016,0.113381,2.00161
0.0284,2.00161,0.113783,2.00162
0.0285,2.00162,0.114185,2.00163
0.0286,2.00163,0.114587,2.00164
0.0287,2.00164,0.114989,2.00165
0.0288,2.00165,0.115391,2.00167
0.0289,2.00167,0.115793,2.00168
0.029,2.00168,0.116195,2.00169
0.0291,2.00169,0.116597,2.0017
0.0292,2.0017,0.116999,2.00171
0.0293,2.00171,0.117401,2.00172
0.0294,2.00172,0.117803,2.00174
0.0295,2.00174,0.118205,2.00175
0.0296,2.00175,0.118607,2.00176
0.0297,2.00176,0.119009,2.00177
0.0298,2.00177,0.119411,2.00178
0.0299,2.00178,0.119813,2.0018
0.03,2.0018,0.120215,2.00181
0.0301,2.00181,0.120618,2.00182
0.0302,2.00182,0.12102,2.00183
0.0303,2.00183,0.121422,2.00184
0.0304,2.00184,0.121824,2.00186
0.0305,2.00186,0.122226,2.00187
0.0306,2.00187,0.122629,2.00188
0.0307,2.00188,0.123031,2.00189
0.0308,2.00189,0.123433,2.00191
0.0309,2.00191,0.123835,2.00192
0.031,2.00192,0.124238,2.00193
0.0311,2.00193,0.12464,2.00194
0.0312,2.00194,0.125042,2.00196
0.0313,2.00196,0.125445,2.00197
0.0314,2.00197,0.125847,2.00198
0.0315,2.00198,0.126249,2.00199
0.0316,2.00199,0.126652,2.00201
0.0317,2.00201,0.127054,2.00202
0.0318,2.00202,0.127457,2.00203
0.0319,2.00203,0.127859,2.00204
0.032,2.00204,0.128262,2.00206
0.0321,2.00206,0.128664,2.00207
0.0322,2.00207,0.129067,2.00208
0.0323,2.00208,0.129469,2.0021
0.0324,2.0021,0.129872,2.00211
0.0325,2.00211,0.130274,2.00212
0.0326,2.00212,0.130677,2.00213
0.0327,2.00213,0.131079,2.00215
0.0328,2.00215,0.131482,2.00216
0.0329,2.00216,0.131884,2.00217
0.033,2.00217,0.132287,2.00219
0.0331,2.00219,0.13269,2.0022
0.0332,2.0022,0.133092,2.00221
0.0333,2.00221,0.133495,2.00223
0.0334,2.00223,0.133898,2.00224
0.0335,2.00224,0.1343,2.00225
0.0336,2.00225,0.134703,2.00227
0.0337,2.00227,0.135106,2.00228
0.0338,2.00228,0.135508,2.00229
0.0339,2.00229,0.135911,2.00231
0.034,2.00231,0.136314,2.00232
0.0341,2.00232,0.136717,2.00234
0.0342,2.00234,0.137119,2.00235
0.0343,2.00235,0.137522,2.00236
0.0344,2.00236,0.137925,2.00238
0.0345,2.00238,0.138328,2.00239
0.0346,2.00239,0.138731,2.0024
0.0347,2.0024,0.139134,2.00242
0.0348,2.00242,0.139537,2.00243
0.0349,2.00243,0.13994,2.00245
0.035,2.00245,0.140342,2.00246
0.0351,2.00246,0.140745,2.00247
0.0352,2.00247,0.141148,2.00249
0.0353,2.00249,0.141551,2.0025
0.0354,2.0025,0.141954,2.00252
0.0355,2.00252,0.142357,2.00253
0.0356,2.00253,0.14276,2.00255
0.0357,2.00255,0.143163,2.00256
0.0358,2.00256,0.143567,2.00257
0.0359,2.00257,0.14397,2.00259
0.036,2.00259,0.144373,2.0026
0.0361,2.0026,0.144776,2.00262
0.0362,2.00262,0.145179,2.00263
0.0363,2.00263,0.145582,2.00265
0.0364,2.00265,0.145985,2.00266
0.0365,2.00266,0.146388,2.00268
0.0366,2.00268,0.146792,2.00269
0.0367,2.00269,0.147195,2.0027
0.0368,2.0027,0.147598,2.00272
0.0369,2.00272,0.148001,2.00273
0.037,2.00273,0.148405,2.00275
0.0371,2.00275,0.148808,2.00276
0.0372,2.00276,0.149211,2.00278
0.0373,2.00278,0.149615,2.00279
0.0374,2.00279,0.150018,2.00281
0.0375,2.00281,0.150421,2.00282
0.0376,2.00282,0.150825,2.00284
0.0377,2.00284,0.151228,2.00285
0.0378,2.00285,0.151632,2.00287
0.0379,2.00287,0.152035,2.00288
0.038,2.00288,0.152438,2.0029
0.0381,2.0029,0.152842,2.00292
0.0382,2.00292,0.153245,2.00293
0.0383,2.00293,0.153649,2.00295
0.0384,2.00295,0.154052,2.00296
0.0385,2.00296,0.154456,2.00298
0.0386,2.00298,0.15486,2.00299
0.0387,2.00299,0.155263,2.00301
0.0388,2.00301,0.155667,2.00302
0.0389,2.00302,0.15607,2.00304
0.039,2.00304,0.156474,2.00305
0.0391,2.00305,0.156878,2.00307
0.0392,2.00307,0.157281,2.00309
0.0393,2.00309,0.157685,2.0031
0.0394,2.0031,0.158089,2.00312
0.0395,2.00312,0.158493,2.00313
0.0396,2.00313,0.158896,2.00315
0.0397,2.00315,0.1593,2.00317
0.0398,2.00317,0.159704,2.00318
0.0399,2.00318,0.160108,2.0032
0.04,2.0032,0.160512,2.00321
0.0401,2.00321,0.160915,2.00323
0.0402,2.00323,0.161319,2.00325
0.0403,2.00325,0.161723,2.00326
0.0404,2.00326,0.162127,2.00328
0.0405,2.00328,0.162531,2.00329
0.0406,2.00329,0.162935,2.00331
0.0407,2.00331,0.163339,2.00333
0.0408,2.00333,0.163743,2.00334
0.0409,2.00334,0.164147,2.00336
0.041,2.00336,0.164551,2.00338
0.0411,2.00338,0.164955,2.00339
0.0412,2.00339,0.165359,2.00341
0.0413,2.00341,0.165763,2.00343
0.0414,2.00343,0.166167,2.00344
0.0415,2.00344,0.166571,2.00346
0.0416,2.00346,0.166976,2.00348
0.0417,2.00348,0.16738,2.00349
0.0418,2.00349,0.167784,2.00351
0.0419,2.00351,0.168188,2.00353
0.042,2.00353,0.168592,2.00354
0.0421,2.00354,0.168997,2.00356
0.0422,2.00356,0.169401,2.00358
0.0423,2.00358,0.169805,2.00359
0.0424,2.00359,0.170209,2.00361
0.0425,2.00361,0.170614,2.00363
0.0426,2.00363,0.171018,2.00364
0.0427,2.00364,0.171423,2.00366
0.0428,2.00366,0.171827,2.00368
0.0429,2.00368,0.172231,2.0037
0.043,2.0037,0.172636,2.00371
0.0431,2.00371,0.17304,2.00373
0.0432,2.00373,0.173445,2.00375
0.0433,2.00375,0.173849,2.00377
0.0434,2.00377,0.174254,2.00378
0.0435,2.00378,0.174658,2.0038
0.0436,2.0038,0.175063,2.00382
0.0437,2.00382,0.175467,2.00384
0.0438,2.00384,0.175872,2.00385
0.0439,2.00385,0.176277,2.00387
0.044,2.00387,0.176681,2.00389
0.0441,2.00389,0.177086,2.00391
0.0442,2.00391,0.177491,2.00392
0.0443,2.00392,0.177895,2.00394
0.0444,2.00394,0.1783,2.00396
0.0445,2.00396,0.178705,2.00398
0.0446,2.00398,0.17911,2.004
0.0447,2.004,0.179514,2.00401
0.0448,2.00401,0.179919,2.00403
0.0449,2.00403,0.180324,2.00405
0.045,2.00405,0.180729,2.00407
0.0451,2.00407,0.181134,2.00409
0.0452,2.00409,0.181539,2.0041
0.0453,2.0041,0.181944,2.00412
0.0454,2.00412,0.182348,2.00414
0.0455,2.00414,0.182753,2.00416
0.0456,2.00416,0.183158,2.00418
0.0457,2.00418,0.183563,2.00419
0.0458,2.00419,0.183968,2.00421
0.0459,2.00421,0.184374,2.00423
0.046,2.00423,0.184779,2.00425
0.0461,2.00425,0.185184,2.00427
0.0462,2.00427,0.185589,2.00429
0.0463,2.00429,0.185994,2.00431
0.0464,2.00431,0.186399,2.00432
0.0465,2.00432,0.186804,2.00434
0.0466,2.00434,0.18721,2.00436
0.0467,2.00436,0.187615,2.00438
0.0468,2.00438,0.18802,2.0044
0.0469,2.0044,0.188425,2.00442
0.047,2.00442,0.188831,2.00444
0.0471,2.00444,0.189236,2.00446
0.0472,2.00446,0.189641,2.00448
0.0473,2.00448,0.190047,2.00449
0.0474,2.00449,0.190452,2.00451
0.0475,2.00451,0.190857,2.00453
0.0476,2.00453,0.191263,2.00455
0.0477,2.00455,0.191668,2.00457
0.0478,2.00457,0.192074,2.00459
0.0479,2.00459,0.192479,2.00461
0.048,2.00461,0.192885,2.00463
0.0481,2.00463,0.19329,2.00465
0.0482,2.00465,0.193696,2.00467
0.0483,2.00467,0.194102,2.00469
0.0484,2.00469,0.194507,2.00471
0.0485,2.00471,0.194913,2.00473
0.0486,2.00473,0.195319,2.00474
0.0487,2.00474,0.195724,2.00476
0.0488,2.00476,0.19613,2.00478
0.0489,2.00478,0.196536,2.0048
0.049,2.0048,0.196942,2.00482
0.0491,2.00482,0.197347,2.00484
0.0492,2.00484,0.197753,2.00486
0.0493,2.00486,0.198159,2.00488
0.0494,2.00488,0.198565,2.0049
0.0495,2.0049,0.198971,2.00492
0.0496,2.00492,0.199377,2.00494
0.0497,2.00494,0.199783,2.00496
0.0498,2.00496,0.200188,2.00498
0.0499,2.00498,0.200594,2.005
0.05,2.005,0.201,2.00502
0.0501,2.00502,0.201407,2.00504
0.0502,2.00504,0.201813,2.00506
0.0503,2.00506,0.202219,2.00508
0.0504,2.00508,0.202625,2.0051
0.0505,2.0051,0.203031,2.00512
0.0506,2.00512,0.203437,2.00514
0.0507,2.00514,0.203843,2.00516
0.0508,2.00516,0.204249,2.00518
0.0509,2.00518,0.204656,2.00521
0.051,2.00521,0.205062,2.00523
0.0511,2.00523,0.205468,2.00525
0.0512,2.00525,0.205874,2.00527
0.0513,2.00527,0.206281,2.00529
0.0514,2.00529,0.206687,2.00531
0.0515,2.00531,0.207093,2.00533
0.0516,2.00533,0.2075,2.00535
0.0517,2.00535,0.207906,2.00537
0.0518,2.00537,0.208313,2.00539
0.0519,2.00539,0.208719,2.00541
0.052,2.00541,0.209126,2.00543
0.0521,2.00543,0.209532,2.00545
0.0522,2.00545,0.209939,2.00548
0.0523,2.00548,0.210345,2.0055
0.0524,2.0055,0.210752,2.00552
0.0525,2.00552,0.211159,2.00554
0.0526,2.00554,0.211565,2.00556
0.0527,2.00556,0.211972,2.00558
0.0528,2.00558,0.212379,2.0056
0.0529,2.0056,0.212785,2.00562
0.053,2.00562,0.213192,2.00564
0.0531,2.00564,0.213599,2.00567
0.0532,2.00567,0.214006,2.00569
0.0533,2.00569,0.214413,2.00571
0.0534,2.00571,0.214819,2.00573
0.0535,2.00573,0.215226,2.00575
0.0536,2.00575,0.215633,2.00577
0.0537,2.00577,0.21604,2.00579
0.0538,2.00579,0.216447,2.00582
0.0539,2.00582,0.216854,2.00584
0.054,2.00584,0.217261,2.00586
0.0541,2.00586,0.217668,2.00588
0.0542,2.00588,0.218075,2.0059
0.0543,2.0059,0.218482,2.00593
0.0544,2.00593,0.218889,2.00595
0.0545,2.00595,0.219296,2.00597
0.0546,2.00597,0.219704,2.00599
0.0547,2.00599,0.220111,2.00601
0.0548,2.00601,0.220518,2.00604
0.0549,2.00604,0.220925,2.00606
0.055,2.00606,0.221333,2.00608
0.0551,2.00608,0.22174,2.0061
0.0552,2.0061,0.222147,2.00612
0.0553,2.00612,0.222555,2.00615
0.0554,2.00615,0.222962,2.00617
0.0555,2.00617,0.223369,2.00619
0.0556,2.00619,0.223777,2.00621
0.0557,2.00621,0.224184,2.00624
0.0558,2.00624,0.224592,2.00626
0.0559,2.00626,0.224999,2.00628
0.056,2.00628,0.225407,2.0063
0.0561,2.0063,0.225814,2.00633
0.0562,2.00633,0.226222,2.00635
0.0563,2.00635,0.22663,2.00637
0.0564,2.00637,0.227037,2.00639
0.0565,2.00639,0.227445,2.00642
0.0566,2.00642,0.227853,2.00644
0.0567,2.00644,0.22826,2.00646
0.0568,2.00646,0.228668,2.00648
0.0569,2.00648,0.229076,2.00651
0.057,2.00651,0.229484,2.00653
0.0571,2.00653,0.229892,2.00655
0.0572,2.00655,0.230299,2.00658
0.0573,2.00658,0.230707,2.0066
0.0574,2.0066,0.231115,2.00662
0.0575,2.00662,0.231523,2.00665
0.0576,2.00665,0.231931,2.00667
0.0577,2.00667,0.232339,2.00669
0.0578,2.00669,0.232747,2.00672
0.0579,2.00672,0.233155,2.00674
0.058,2.00674,0.233563,2.00676
0.0581,2.00676,0.233972,2.00679
0.0582,2.00679,0.23438,2.00681
0.0583,2.00681,0.234788,2.00683
0.0584,2.00683,0.235196,2.00686
0.0585,2.00686,0.235604,2.00688
0.0586,2.00688,0.236013,2.0069
0.0587,2.0069,0.236421,2.00693
0.0588,2.00693,0.236829,2.00695
0.0589,2.00695,0.237238,2.00697
0.059,2.00697,0.237646,2.007
0.0591,2.007,0.238054,2.00702
0.0592,2.00702,0.238463,2.00705
0.0593,2.00705,0.238871,2.00707
0.0594,2.00707,0.23928,2.00709
0.0595,2.00709,0.239688,2.00712
0.0596,2.00712,0.240097,2.00714
0.0597,2.00714,0.240505,2.00717
0.0598,2.00717,0.240914,2.00719
0.0599,2.00719,0.241323,2.00721
0.06,2.00721,0.241731,2.00724
0.0601,2.00724,0.24214,2.00726
0.0602,2.00726,0.242549,2.00729
0.0603,2.00729,0.242957,2.00731
0.0604,2.00731,0.243366,2.00734
0.0605,2.00734,0.243775,2.00736
0.0606,2.00736,0.244184,2.00738
0.0607,2.00738,0.244593,2.00741
0.0608,2.00741,0.245002,2.00743
0.0609,2.00743,0.245411,2.00746
0.061,2.00746,0.24582,2.00748
0.0611,2.00748,0.246229,2.00751
0.0612,2.00751,0.246638,2.00753
0.0613,2.00753,0.247047,2.00756
0.0614,2.00756,0.247456,2.00758
0.0615,2.00758,0.247865,2.00761
0.0616,2.00761,0.248274,2.00763
0.0617,2.00763,0.248683,2.00766
0.0618,2.00766,0.249092,2.00768
0.0619,2.00768,0.249502,2.00771
0.062,2.00771,0.249911,2.00773
0.0621,2.00773,0.25032,2.00776
0.0622,2.00776,0.250729,2.00778
0.0623,2.00778,0.251139,2.00781
0.0624,2.00781,0.251548,2.00783
0.0625,2.00783,0.251958,2.00786
0.0626,2.00786,0.252367,2.00788
0.0627,2.00788,0.252777,2.00791
0.0628,2.00791,0.253186,2.00793
0.0629,2.00793,0.253596,2.00796
0.063,2.00796,0.254005,2.00798
0.0631,2.00798,0.254415,2.00801
0.0632,2.00801,0.254824,2.00803
0.0633,2.00803,0.255234,2.00806
0.0634,2.00806,0.255644,2.00808
0.0635,2.00808,0.256053,2.00811
0.0636,2.00811,0.256463,2.00814
0.0637,2.00814,0.256873,2.00816
0.0638,2.00816,0.257283,2.00819
0.0639,2.00819,0.257693,2.00821
0.064,2.00821,0.258102,2.00824
0.0641,2.00824,0.258512,2.00826
0.0642,2.00826,0.258922,2.00829
0.0643,2.00829,0.259332,2.00832
0.0644,2.00832,0.259742,2.00834
0.0645,2.00834,0.260152,2.00837
0.0646,2.00837,0.260562,2.00839
0.0647,2.00839,0.260972,2.00842
0.0648,2.00842,0.261383,2.00845
0.0649,2.00845,0.261793,2.00847
0.065,2.00847,0.262203,2.0085
0.0651,2.0085,0.262613,2.00853
0.0652,2.00853,0.263023,2.00855
0.0653,2.00855,0.263434,2.00858
0.0654,2.00858,0.263844,2.0086
0.0655,2.0086,0.264254,2.00863
0.0656,2.00863,0.264665,2.00866
0.0657,2.00866,0.265075,2.00868
0.0658,2.00868,0.265485,2.00871
0.0659,2.00871,0.265896,2.00874
0.066,2.00874,0.266306,2.00876
0.0661,2.00876,0.266717,2.00879
0.0662,2.00879,0.267128,2.00882
0.0663,2.00882,0.267538,2.00884
0.0664,2.00884,0.267949,2.00887
0.0665,2.00887,0.268359,2.0089
0.0666,2.0089,0.26877,2.00892
0.0667,2.00892,0.269181,2.00895
0.0668,2.00895,0.269592,2.00898
0.0669,2.00898,0.270002,2.009
0.067,2.009,0.270413,2.00903
0.0671,2.00903,0.270824,2.00906
0.0672,2.00906,0.271235,2.00909
0.0673,2.00909,0.271646,2.00911
0.0674,2.00911,0.272057,2.00914
0.0675,2.00914,0.272468,2.00917
0.0676,2.00917,0.272879,2.00919
0.0677,2.00919,0.27329,2.00922
0.0678,2.00922,0.273701,2.00925
0.0679,2.00925,0.274112,2.00928
0.068,2.00928,0.274523,2.0093
0.0681,2.0093,0.274935,2.00933
0.0682,2.00933,0.275346,2.00936
0.0683,2.00936,0.275757,2.00939
0.0684,2.00939,0.276168,2.00941
0.0685,2.00941,0.27658,2.00944
0.0686,2.00944,0.276991,2.00947
0.0687,2.00947,0.277402,2.0095
0.0688,2.0095,0.277814,2.00953
0.0689,2.00953,0.278225,2.00955
0.069,2.00955,0.278637,2.00958
0.0691,2.00958,0.279048,2.00961
0.0692,2.00961,0.27946,2.00964
0.0693,2.00964,0.279871,2.00967
0.0694,2.00967,0.280283,2.00969
0.0695,2.00969,0.280695,2.00972
